request,response
"GET /assets/chunk-frameworks-39ff961b.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 80241
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Thu, 21 Jan 2021 12:06:26 GMT
ETag: ""3e46c78446376aade4099967d261e5d0""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:36 GMT
Age: 358129
X-Served-By: cache-dca17744-DCA, cache-hhn4046-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 68960
X-Timer: S1611589056.467769,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 3017178a09c2214a3b217be38b57fc9e5d236d05"
"GET /images/search-key-slash.svg HTTP/1.1
Host: github.githubassets.com
Connection: close
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: image/avif,image/webp,image/apng,image/*,*/*;q=0.8
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: image
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 462
Last-Modified: Wed, 28 Nov 2018 19:43:05 GMT
ETag: ""decb466e149b4a9f623c03768e0722f4""
Content-Type: image/svg+xml
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:36 GMT
Age: 2882
X-Served-By: cache-dca17743-DCA, cache-hhn4059-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 6, 576
X-Timer: S1611589057.684855,VS0,VE0
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 77c3d1548f76c34c30b48fe382793a7e3908c7a3"
"GET /assets/chunk-vendor-e787edc9.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 149226
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Wed, 20 Jan 2021 10:44:44 GMT
ETag: ""1b8ce0ad2063cadc42a42d503cb9cd0b""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:36 GMT
Age: 449427
X-Served-By: cache-dca17774-DCA, cache-hhn4027-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 70607
X-Timer: S1611589057.710454,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 579611fc5a381689850e6670051e7f8cdcb7f223"
"GET /assets/behaviors-dbdbfc0f.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 197791
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Fri, 22 Jan 2021 15:45:27 GMT
ETag: ""2c6f6305e16b13f50f7cb40e9b07de7a""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 258597
X-Served-By: cache-dca17736-DCA, cache-hhn4023-HHN
X-Cache: MISS, HIT
X-Cache-Hits: 0, 48142
X-Timer: S1611589057.047176,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: cbc4d5686e5fa44e9605731c0bd57422f2b8104e"
"GET /assets/unsupported-a85b1284.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 685
Cache-Control: public, max-age=31536000
Last-Modified: Mon, 26 Oct 2020 15:36:35 GMT
ETag: ""3adaa43dd4b5c2721642f9839e8e1670""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 1213414
X-Served-By: cache-dca17763-DCA, cache-hhn4065-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 2, 21562
X-Timer: S1611589057.036411,VS0,VE0
Vary: Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 29e250255c5668fc92b2bad85ecb1bf47df632d1"
"GET /assets/marketing-50f2d36f.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 27089
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Tue, 05 Jan 2021 17:57:43 GMT
ETag: ""42fdbfa437ab9cccae6a105588203a32""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 1719399
X-Served-By: cache-dca17748-DCA, cache-hhn4024-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 15, 6125
X-Timer: S1611589057.066715,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 0b92d950829bc173967566efd28d039dd676b25a"
"GET /assets/webgl-globe-d1143abd.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 637436
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Fri, 08 Jan 2021 20:45:11 GMT
ETag: ""86aca902289f0fd8bc296efd5c540be3""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 537164
X-Served-By: cache-dca17723-DCA, cache-hhn4053-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 12
X-Timer: S1611589057.114567,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: a5907c4e2f4c1321eec91653142c286c18e69ae6"
"GET /assets/site-874e15eb.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 733
Cache-Control: public, max-age=31536000
Last-Modified: Tue, 13 Oct 2020 16:19:09 GMT
ETag: ""d964249138042d28a5c9d18e2486e70b""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 3409874
X-Served-By: cache-dca17745-DCA, cache-hhn4037-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 22724
X-Timer: S1611589057.271624,VS0,VE0
Vary: Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 069d0a71137180165a4b8d4b16a8e36be90ef3f5"
"GET /assets/features-399d3215.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 17608
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Mon, 18 Jan 2021 16:31:07 GMT
ETag: ""eec91b7e386e0247d2f26010bde39e08""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 601411
X-Served-By: cache-dca17776-DCA, cache-hhn4030-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 5762
X-Timer: S1611589057.317222,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: a6790622a2974ed845b31cffd4cffbf2551f504a"
"GET /images/modules/site/home/hero-glow.svg HTTP/1.1
Host: github.githubassets.com
Connection: close
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: image/avif,image/webp,image/apng,image/*,*/*;q=0.8
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: image
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 1871
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Last-Modified: Wed, 30 Sep 2020 01:21:19 GMT
ETag: ""918426c6b5e185a35b51cec49416dbc1""
Content-Type: image/svg+xml
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 1272
X-Served-By: cache-dca17746-DCA, cache-hhn4062-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 2, 5
X-Timer: S1611589058.609758,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: adf4e4c87fd7614ef03cffc1b304ae4a93216917"
"GET /images/modules/site/home/repo-browser.webp HTTP/1.1
Host: github.githubassets.com
Connection: close
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: image/avif,image/webp,image/apng,image/*,*/*;q=0.8
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: image
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 64642
Last-Modified: Tue, 08 Dec 2020 22:46:33 GMT
ETag: ""c8a1024535346d76d0dca002cfd7229c""
Content-Type: binary/octet-stream
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:37 GMT
Age: 4873
X-Served-By: cache-dca17752-DCA, cache-hhn4020-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 3, 37
X-Timer: S1611589058.817118,VS0,VE0
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 0f728a063ca3f61a3cd60d4fdbe756e4f02c0468"
"POST /_private/browser/stats HTTP/1.1
Host: api.github.com
Connection: close
Content-Length: 708
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Content-Type: text/plain;charset=UTF-8
Accept: */*
Origin: https://github.com
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: empty
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9
Cookie: _octo=GH1.1.59604094.1611589055; logged_in=no; tz=Europe%2FMoscow","HTTP/1.1 200 OK
Date: Mon, 25 Jan 2021 15:37:38 GMT
Content-Type: text/plain
Content-Length: 0
Server: GitHub.com
Status: 200 OK
Cache-Control: no-cache
X-RateLimit-Limit: 60
X-RateLimit-Remaining: 60
X-RateLimit-Reset: 1611592657
x-ratelimit-used: 0
X-GitHub-Media-Type: github.v3; format=json
Access-Control-Expose-Headers: ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, Deprecation, Sunset
Access-Control-Allow-Origin: *
Strict-Transport-Security: max-age=31536000; includeSubdomains; preload
X-Frame-Options: deny
X-Content-Type-Options: nosniff
X-XSS-Protection: 1; mode=block
Referrer-Policy: origin-when-cross-origin, strict-origin-when-cross-origin
Content-Security-Policy: default-src 'none'
Vary: Accept-Encoding, Accept, X-Requested-With
Vary: Accept-Encoding
X-GitHub-Request-Id: E1C3:7919:3B452DB:4117FD5:600EE5C1
connection: close"
"GET /v1/pages/Chc2LjEuMTcxNS4xNDQyL2VuIChHR0xMKRIjCQsBJP2Swua0EhgNQu3VgRIKdXNlcl9lbWFpbBoFZW1haWw=?alt=proto HTTP/1.1
Host: content-autofill.googleapis.com
Connection: close
X-Goog-Encode-Response-If-Executable: base64
X-Goog-Api-Key: dummytoken
Sec-Fetch-Site: none
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: empty
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 400 Bad Request
Vary: Origin
Vary: X-Origin
Vary: Referer
Content-Type: application/x-protobuf
Date: Mon, 25 Jan 2021 15:37:37 GMT
Server: ESF
Cache-Control: private
X-XSS-Protection: 0
X-Frame-Options: SAMEORIGIN
X-Content-Type-Options: nosniff
Alt-Svc: h3-29="":443""; ma=2592000,h3-T051="":443""; ma=2592000,h3-Q050="":443""; ma=2592000,h3-Q046="":443""; ma=2592000,h3-Q043="":443""; ma=2592000,quic="":443""; ma=2592000; v=""46,43""
Connection: close
Content-Length: 166"
"GET /login HTTP/1.1
Host: github.com
Connection: close
Upgrade-Insecure-Requests: 1
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9
Sec-Fetch-Site: same-origin
Sec-Fetch-Mode: navigate
Sec-Fetch-User: ?1
Sec-Fetch-Dest: document
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9
Cookie: _gh_sess=ul1jSe7XvdSrvE9DM4HyfUdQrt099OcuoafzX9xPMMZhFc5Q1Cylw97H7AAC4dBFZ%2B5nE%2FJkFKVnP8F%2BvdSXv3XsubgO7GDZq7x3W8VLxzgUCLG9eU2Dx5DYUWx7GiNClMc94J1t1p8xydsn8X0xdks3B3y7Y9UUMYl9%2F%2BFEvF8cG9aqjFutmussIy%2FYxj733lz9sB5XUIHvrFGxeczSVvRrWLtuPrHp7pXRRLNtIc8QfZuNSp7t6NUeoGbM1SmcGNwtN5YVSaz7Q7kHjxqvSA%3D%3D--H4UUwZvsZuHWQXIo--kWWAebHIVCOG%2BC5XQGBy%2BA%3D%3D; _octo=GH1.1.59604094.1611589055; logged_in=no; tz=Europe%2FMoscow","HTTP/1.1 200 OK
Date: Mon, 25 Jan 2021 15:37:38 GMT
Content-Type: text/html; charset=utf-8
Server: GitHub.com
Status: 200 OK
Vary: X-PJAX
Cache-Control: no-store
ETag: W/""dfe09984e103c5454362bed34cf34dc2""
Set-Cookie: _device_id=ab33cc48ce4b26a01d5c5f35561a1392; path=/; expires=Tue, 25 Jan 2022 15:37:38 GMT; secure; HttpOnly; SameSite=Lax
Set-Cookie: _gh_sess=xoLO8r0MS%2BSTsC6y1zOdt1eW%2FzVz7jlc4yd15rL7sKjsy%2FsUoj1yOX4sOvshAy4JFLbH4Gcf3%2Bl5TruaQTGkrane2LcJxeeM2jOuSloPEL5lvopmaNROuhBbXqPEVPvu4DnYoxkiFN%2Bv%2FI9KaiIS2wK5%2BVem1ZZ9RSVMwh%2BYEaWnAXAYgEmr%2BoGbOIMr6FrjuyXpVLSjr61167ktUcASr1YdpgU%2FTZJULThJloWeZp7oBsBOPZzv058%2FXCdqPIT9bpkzH1tDmMmKsyEn1FKrcg%3D%3D--hGqiHOtWXzCII74C--zqeeFm2wU8pVUiiq1lXDJw%3D%3D; path=/; secure; HttpOnly; SameSite=Lax
Strict-Transport-Security: max-age=31536000; includeSubdomains; preload
X-Frame-Options: deny
X-Content-Type-Options: nosniff
X-XSS-Protection: 1; mode=block
Referrer-Policy: origin-when-cross-origin, strict-origin-when-cross-origin
Expect-CT: max-age=2592000, report-uri=""https://api.github.com/_private/browser/errors""
Content-Security-Policy: default-src 'none'; base-uri 'self'; block-all-mixed-content; connect-src 'self' uploads.github.com www.githubstatus.com collector.githubapp.com api.github.com github-cloud.s3.amazonaws.com github-production-repository-file-5c1aeb.s3.amazonaws.com github-production-upload-manifest-file-7fdce7.s3.amazonaws.com github-production-user-asset-6210df.s3.amazonaws.com cdn.optimizely.com logx.optimizely.com/v1/events wss://alive.github.com; font-src github.githubassets.com; form-action 'self' github.com gist.github.com; frame-ancestors 'none'; frame-src render.githubusercontent.com; img-src 'self' data: github.githubassets.com identicons.github.com collector.githubapp.com github-cloud.s3.amazonaws.com *.githubusercontent.com; manifest-src 'self'; media-src 'none'; script-src github.githubassets.com; style-src 'unsafe-inline' github.githubassets.com; worker-src github.com/socket-worker-5029ae85.js gist.github.com/socket-worker-5029ae85.js
Vary: Accept-Encoding, Accept, X-Requested-With
Vary: Accept-Encoding
X-GitHub-Request-Id: E219:4E30:2130C1A:29D9870:600EE5C1
connection: close
Content-Length: 22801"
"GET /images/modules/site/home/icons/folder.svg HTTP/1.1
Host: github.githubassets.com
Connection: close
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: image/avif,image/webp,image/apng,image/*,*/*;q=0.8
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: image
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 327
Last-Modified: Tue, 22 Sep 2020 20:56:01 GMT
ETag: ""65b3c2584800e5b2bd5f8fccf3e718bd""
Content-Type: image/svg+xml
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:38 GMT
Age: 4812
X-Served-By: cache-dca17771-DCA, cache-hhn4021-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 2, 19
X-Timer: S1611589058.263720,VS0,VE0
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 6d244bb86617886c883695da9e0efe8626546a8c"
"GET /images/modules/site/home/icons/file.svg HTTP/1.1
Host: github.githubassets.com
Connection: close
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: image/avif,image/webp,image/apng,image/*,*/*;q=0.8
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: image
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 481
Last-Modified: Tue, 22 Sep 2020 20:56:01 GMT
ETag: ""be1a95dbe2c06705f7066db0a027e232""
Content-Type: image/svg+xml
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:38 GMT
Age: 3904
X-Served-By: cache-dca17773-DCA, cache-hhn4046-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 2, 9
X-Timer: S1611589058.339777,VS0,VE0
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 32985b51dd3d3dacb5838e6fb762d7f7925e79e3"
"POST /_private/browser/stats HTTP/1.1
Host: api.github.com
Connection: close
Content-Length: 918
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Content-Type: text/plain;charset=UTF-8
Accept: */*
Origin: https://github.com
Sec-Fetch-Site: same-site
Sec-Fetch-Mode: no-cors
Sec-Fetch-Dest: empty
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9
Cookie: _octo=GH1.1.59604094.1611589055; logged_in=no; tz=Europe%2FMoscow","HTTP/1.1 200 OK
Date: Mon, 25 Jan 2021 15:37:38 GMT
Content-Type: text/plain
Content-Length: 0
Server: GitHub.com
Status: 200 OK
Cache-Control: no-cache
X-RateLimit-Limit: 60
X-RateLimit-Remaining: 60
X-RateLimit-Reset: 1611592658
x-ratelimit-used: 0
X-GitHub-Media-Type: github.v3; format=json
Access-Control-Expose-Headers: ETag, Link, Location, Retry-After, X-GitHub-OTP, X-RateLimit-Limit, X-RateLimit-Remaining, X-RateLimit-Used, X-RateLimit-Reset, X-OAuth-Scopes, X-Accepted-OAuth-Scopes, X-Poll-Interval, X-GitHub-Media-Type, Deprecation, Sunset
Access-Control-Allow-Origin: *
Strict-Transport-Security: max-age=31536000; includeSubdomains; preload
X-Frame-Options: deny
X-Content-Type-Options: nosniff
X-XSS-Protection: 1; mode=block
Referrer-Policy: origin-when-cross-origin, strict-origin-when-cross-origin
Content-Security-Policy: default-src 'none'
Vary: Accept-Encoding, Accept, X-Requested-With
Vary: Accept-Encoding
X-GitHub-Request-Id: E2ED:11FC5:20645B4:235C08F:600EE5C2
connection: close"
"GET /assets/settings-113e116a.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 51373
Access-Control-Allow-Methods: GET
Access-Control-Max-Age: 3600
Cache-Control: public, max-age=31536000
Last-Modified: Tue, 19 Jan 2021 18:41:53 GMT
ETag: ""a17efe8901ba63094fbed6f9b139dab2""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:38 GMT
Age: 507191
X-Served-By: cache-dca17748-DCA, cache-hhn4023-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 1, 4904
X-Timer: S1611589058.475034,VS0,VE0
Vary: Origin, Access-Control-Request-Headers, Access-Control-Request-Method, Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 0befb29570db19af8371da4c51c437b42c168833"
"GET /assets/sessions-45084fea.js HTTP/1.1
Host: github.githubassets.com
Connection: close
Origin: https://github.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36
Accept: */*
Sec-Fetch-Site: cross-site
Sec-Fetch-Mode: cors
Sec-Fetch-Dest: script
Referer: https://github.com/
Accept-Encoding: gzip, deflate
Accept-Language: en-US,en;q=0.9","HTTP/1.1 200 OK
Connection: close
Content-Length: 3287
Cache-Control: public, max-age=31536000
Last-Modified: Fri, 08 Jan 2021 16:50:21 GMT
ETag: ""c33bfea5307c7eafd8d5a438826bdfda""
Content-Type: application/javascript
Server: AmazonS3
Via: 1.1 varnish, 1.1 varnish
Accept-Ranges: bytes
Date: Mon, 25 Jan 2021 15:37:38 GMT
Age: 1213416
X-Served-By: cache-dca17732-DCA, cache-hhn4042-HHN
X-Cache: HIT, HIT
X-Cache-Hits: 4, 10457
X-Timer: S1611589059.694132,VS0,VE0
Vary: Accept-Encoding
Access-Control-Allow-Origin: *
X-Fastly-Request-ID: 327a1a38300a52aa8c4e819169a8460b8d9d8247"
